value,percentage,datetime
92.58,0.6493196801795483,2024-01-19T05:00:00.000+01:00
103.0,0.6319018404907976,2024-01-19T06:00:00.000+01:00
114.79,0.6067445425233893,2024-01-19T07:00:00.000+01:00
149.24,0.6444981862152358,2024-01-19T08:00:00.000+01:00
154.49,0.6388636175667852,2024-01-19T09:00:00.000+01:00
195.81,0.7073805137097648,2024-01-19T10:00:00.000+01:00
191.86,0.7109612391610465,2024-01-19T11:00:00.000+01:00
192.91,0.7101417264862876,2024-01-19T12:00:00.000+01:00
183.84,0.7218753681234539,2024-01-19T13:00:00.000+01:00
122.77,0.6675910821098423,2024-01-19T14:00:00.000+01:00
123.85,0.673134409478776,2024-01-19T15:00:00.000+01:00
127.35,0.6690307328605201,2024-01-19T16:00:00.000+01:00
133.99,0.659496972978294,2024-01-19T17:00:00.000+01:00
195.33,0.7081535728528441,2024-01-19T18:00:00.000+01:00
202.18,0.7059850548222641,2024-01-19T19:00:00.000+01:00
200.67,0.7077058719802505,2024-01-19T20:00:00.000+01:00
196.71,0.7096064355542728,2024-01-19T21:00:00.000+01:00
140.64,0.6540178571428571,2024-01-19T22:00:00.000+01:00
125.36,0.6726765400300493,2024-01-19T23:00:00.000+01:00
118.63,0.6166441418026822,2024-01-20T00:00:00.000+01:00
109.04,0.6304347826086957,2024-01-20T01:00:00.000+01:00
111.95,0.6369481110605372,2024-01-20T02:00:00.000+01:00
112.78,0.6386545104479302,2024-01-20T03:00:00.000+01:00
112.61,0.6387770151454989,2024-01-20T04:00:00.000+01:00
118.22,0.6413845486111112,2024-01-20T05:00:00.000+01:00
122.86,0.6360530130461793,2024-01-20T06:00:00.000+01:00
123.93,0.6200840588411888,2024-01-20T07:00:00.000+01:00
126.59,0.600863869375356,2024-01-20T08:00:00.000+01:00
131.86,0.598900849343689,2024-01-20T09:00:00.000+01:00
122.7,0.5969350522987108,2024-01-20T10:00:00.000+01:00
116.05,0.6022627017489232,2024-01-20T11:00:00.000+01:00
113.38,0.6029888847524331,2024-01-20T12:00:00.000+01:00
106.47,0.6038795303726391,2024-01-20T13:00:00.000+01:00
112.19,0.6044719827586207,2024-01-20T14:00:00.000+01:00
119.86,0.602099763902145,2024-01-20T15:00:00.000+01:00
132.59,0.601151614073268,2024-01-20T16:00:00.000+01:00
139.73,0.5951022146507666,2024-01-20T17:00:00.000+01:00
142.94,0.5885210803689065,2024-01-20T18:00:00.000+01:00
143.64,0.5905764328591399,2024-01-20T19:00:00.000+01:00
143.85,0.5900570162845071,2024-01-20T20:00:00.000+01:00
144.01,0.5911983250543947,2024-01-20T21:00:00.000+01:00
138.71,0.594887850066475,2024-01-20T22:00:00.000+01:00
128.63,0.5999253766148966,2024-01-20T23:00:00.000+01:00
116.2,0.6271927457224592,2024-01-21T00:00:00.000+01:00
104.58,0.6388905858635225,2024-01-21T01:00:00.000+01:00
105.23,0.6438842317811907,2024-01-21T02:00:00.000+01:00
105.42,0.646788146512056,2024-01-21T03:00:00.000+01:00
105.74,0.6477579024748835,2024-01-21T04:00:00.000+01:00
105.8,0.6478873239436619,2024-01-21T05:00:00.000+01:00
105.11,0.6463932107496463,2024-01-21T06:00:00.000+01:00
105.68,0.6417294146222978,2024-01-21T07:00:00.000+01:00
105.25,0.6365285757484125,2024-01-21T08:00:00.000+01:00
102.66,0.635036496350365,2024-01-21T09:00:00.000+01:00
99.09,0.6282254485513218,2024-01-21T10:00:00.000+01:00
96.02,0.6283209004057061,2024-01-21T11:00:00.000+01:00
94.4,0.6261607853542054,2024-01-21T12:00:00.000+01:00
83.58,0.6380152671755726,2024-01-21T13:00:00.000+01:00
89.82,0.6303600252649307,2024-01-21T14:00:00.000+01:00
92.74,0.6330807563656221,2024-01-21T15:00:00.000+01:00
98.09,0.6329203768228158,2024-01-21T16:00:00.000+01:00
107.3,0.6231488472036704,2024-01-21T17:00:00.000+01:00
127.79,0.6034376918354819,2024-01-21T18:00:00.000+01:00
140.73,0.6007684098185698,2024-01-21T19:00:00.000+01:00
143.2,0.5996147726321078,2024-01-21T20:00:00.000+01:00
141.29,0.5991688223569823,2024-01-21T21:00:00.000+01:00
120.29,0.6102374188311689,2024-01-21T22:00:00.000+01:00
98.86,0.6254586865747185,2024-01-21T23:00:00.000+01:00
93.18,0.6647167926951063,2024-01-22T00:00:00.000+01:00
87.45,0.676595744680851,2024-01-22T01:00:00.000+01:00
80.21,0.6962069264820762,2024-01-22T02:00:00.000+01:00
68.66,0.733077087337177,2024-01-22T03:00:00.000+01:00
72.11,0.7195888633868874,2024-01-22T04:00:00.000+01:00
85.49,0.6812495019523468,2024-01-22T05:00:00.000+01:00
95.4,0.6606190707014751,2024-01-22T06:00:00.000+01:00
118.99,0.6133821330996443,2024-01-22T07:00:00.000+01:00
160.72,0.6342291148731305,2024-01-22T08:00:00.000+01:00
154.38,0.6404746100232327,2024-01-22T09:00:00.000+01:00
185.34,0.722798533655721,2024-01-22T10:00:00.000+01:00
174.56,0.7379412386387656,2024-01-22T11:00:00.000+01:00
168.86,0.7454200326667549,2024-01-22T12:00:00.000+01:00
169.51,0.7434975218211325,2024-01-22T13:00:00.000+01:00
121.09,0.6691534040671971,2024-01-22T14:00:00.000+01:00
122.3,0.6709089911679192,2024-01-22T15:00:00.000+01:00
129.68,0.662477650063857,2024-01-22T16:00:00.000+01:00
144.56,0.6463670914375139,2024-01-22T17:00:00.000+01:00
216.78,0.688277876555753,2024-01-22T18:00:00.000+01:00
225.11,0.6821101751409007,2024-01-22T19:00:00.000+01:00
242.42,0.6707431796801505,2024-01-22T20:00:00.000+01:00
223.62,0.6842089159501882,2024-01-22T21:00:00.000+01:00
164.32,0.6354460729339882,2024-01-22T22:00:00.000+01:00
142.91,0.653034180222994,2024-01-22T23:00:00.000+01:00
100.96,0.6229791435270887,2024-01-23T00:00:00.000+01:00
100.65,0.6304415909802693,2024-01-23T01:00:00.000+01:00
101.28,0.6338715734134435,2024-01-23T02:00:00.000+01:00
101.78,0.629631920816579,2024-01-23T03:00:00.000+01:00
100.22,0.6314264112903226,2024-01-23T04:00:00.000+01:00
104.02,0.6400443022397244,2024-01-23T05:00:00.000+01:00
109.51,0.625556951902205,2024-01-23T06:00:00.000+01:00
130.85,0.5922154333559629,2024-01-23T07:00:00.000+01:00
163.2,0.6260069044879172,2024-01-23T08:00:00.000+01:00
155.69,0.6289234498081195,2024-01-23T09:00:00.000+01:00
191.62,0.7028831340327195,2024-01-23T10:00:00.000+01:00
176.44,0.725821712123082,2024-01-23T11:00:00.000+01:00
170.61,0.7337433339067607,2024-01-23T12:00:00.000+01:00
169.54,0.7353081493689552,2024-01-23T13:00:00.000+01:00
120.13,0.6595476007466784,2024-01-23T14:00:00.000+01:00
124.68,0.6608013567945729,2024-01-23T15:00:00.000+01:00
128.15,0.6579555373004056,2024-01-23T16:00:00.000+01:00
146.0,0.6347826086956522,2024-01-23T17:00:00.000+01:00
212.58,0.6867166300555627,2024-01-23T18:00:00.000+01:00
234.82,0.6712595048882283,2024-01-23T19:00:00.000+01:00
252.07,0.661462160176341,2024-01-23T20:00:00.000+01:00
224.69,0.6779001357670841,2024-01-23T21:00:00.000+01:00
157.97,0.6306942947259153,2024-01-23T22:00:00.000+01:00
148.54,0.6373739540871057,2024-01-23T23:00:00.000+01:00
126.48,0.5952560240963856,2024-01-24T00:00:00.000+01:00
119.73,0.6026880096647538,2024-01-24T01:00:00.000+01:00
116.69,0.6128032769667051,2024-01-24T02:00:00.000+01:00
114.89,0.6157680351591811,2024-01-24T03:00:00.000+01:00
114.16,0.6167477039438142,2024-01-24T04:00:00.000+01:00
112.1,0.6099352521899994,2024-01-24T05:00:00.000+01:00
120.15,0.5997304582210243,2024-01-24T06:00:00.000+01:00
131.25,0.5848148643229515,2024-01-24T07:00:00.000+01:00
165.77,0.6202342200770757,2024-01-24T08:00:00.000+01:00
149.46,0.6267192217376719,2024-01-24T09:00:00.000+01:00
177.57,0.7152581970514783,2024-01-24T10:00:00.000+01:00
169.16,0.7324211984759266,2024-01-24T11:00:00.000+01:00
166.68,0.7357316265725006,2024-01-24T12:00:00.000+01:00
164.22,0.7383328837334772,2024-01-24T13:00:00.000+01:00
113.65,0.6613325574629036,2024-01-24T14:00:00.000+01:00
118.77,0.6625202208958555,2024-01-24T15:00:00.000+01:00
121.86,0.6556547939309157,2024-01-24T16:00:00.000+01:00
149.11,0.6272505468618542,2024-01-24T17:00:00.000+01:00
206.98,0.6855458399576048,2024-01-24T18:00:00.000+01:00
275.24,0.6466345589099025,2024-01-24T19:00:00.000+01:00
277.64,0.6459598427212024,2024-01-24T20:00:00.000+01:00
217.69,0.6788175496585488,2024-01-24T21:00:00.000+01:00
150.11,0.6303170270837707,2024-01-24T22:00:00.000+01:00
135.19,0.6436086646036657,2024-01-24T23:00:00.000+01:00
103.56,0.6144900017800985,2024-01-25T00:00:00.000+01:00
101.12,0.6255490256727497,2024-01-25T01:00:00.000+01:00
104.24,0.6346809547004383,2024-01-25T02:00:00.000+01:00
99.82,0.6432529965201701,2024-01-25T03:00:00.000+01:00
101.81,0.6400326900106872,2024-01-25T04:00:00.000+01:00
106.06,0.6262769412459404,2024-01-25T05:00:00.000+01:00
113.85,0.611111111111111,2024-01-25T06:00:00.000+01:00
122.14,0.5939505932697919,2024-01-25T07:00:00.000+01:00
160.56,0.6269670818852746,2024-01-25T08:00:00.000+01:00
153.1,0.6301967564007573,2024-01-25T09:00:00.000+01:00
184.86,0.7121778325692493,2024-01-25T10:00:00.000+01:00
175.2,0.7293618084176345,2024-01-25T11:00:00.000+01:00
174.26,0.7284203486184843,2024-01-25T12:00:00.000+01:00
173.98,0.7281021134128479,2024-01-25T13:00:00.000+01:00
123.83,0.6557750357464387,2024-01-25T14:00:00.000+01:00
122.5,0.6644968809330078,2024-01-25T15:00:00.000+01:00
130.24,0.65807690364307,2024-01-25T16:00:00.000+01:00
136.95,0.6443492989554908,2024-01-25T17:00:00.000+01:00
210.4,0.6895647614053487,2024-01-25T18:00:00.000+01:00
233.44,0.6738251933956818,2024-01-25T19:00:00.000+01:00
261.22,0.6586817287810782,2024-01-25T20:00:00.000+01:00
221.54,0.6826066861808657,2024-01-25T21:00:00.000+01:00
144.58,0.6410677071786458,2024-01-25T22:00:00.000+01:00
136.44,0.6496524140558042,2024-01-25T23:00:00.000+01:00
107.35,0.6288074039362699,2024-01-26T00:00:00.000+01:00
111.45,0.6316236894304336,2024-01-26T01:00:00.000+01:00
113.1,0.6391274864376131,2024-01-26T02:00:00.000+01:00
114.37,0.6416989283510071,2024-01-26T03:00:00.000+01:00
112.53,0.6429918290383407,2024-01-26T04:00:00.000+01:00
113.19,0.6393109291160689,2024-01-26T05:00:00.000+01:00
117.07,0.6272503214744963,2024-01-26T06:00:00.000+01:00
119.81,0.5995596256818296,2024-01-26T07:00:00.000+01:00
185.02,0.6166922205186322,2024-01-26T08:00:00.000+01:00
140.59,0.6452338335857544,2024-01-26T09:00:00.000+01:00
176.49,0.7272539970331301,2024-01-26T10:00:00.000+01:00
174.32,0.73642854125301,2024-01-26T11:00:00.000+01:00
166.86,0.7494610132950054,2024-01-26T12:00:00.000+01:00
159.3,0.7585714285714287,2024-01-26T13:00:00.000+01:00
112.47,0.6772037572254336,2024-01-26T14:00:00.000+01:00
116.45,0.6771529918008955,2024-01-26T15:00:00.000+01:00
124.51,0.6626749693969876,2024-01-26T16:00:00.000+01:00
137.66,0.651182592242195,2024-01-26T17:00:00.000+01:00
205.74,0.6965736728060672,2024-01-26T18:00:00.000+01:00
215.1,0.6896441167040719,2024-01-26T19:00:00.000+01:00
232.64,0.6768496697797561,2024-01-26T20:00:00.000+01:00
210.73,0.6938069996378362,2024-01-26T21:00:00.000+01:00
140.75,0.6524359152644509,2024-01-26T22:00:00.000+01:00
135.98,0.65872208496827,2024-01-26T23:00:00.000+01:00
112.2,0.6332900603939718,2024-01-27T00:00:00.000+01:00
109.23,0.6414351987785541,2024-01-27T01:00:00.000+01:00
108.73,0.6480510191917987,2024-01-27T02:00:00.000+01:00
105.54,0.6537413280475719,2024-01-27T03:00:00.000+01:00
103.8,0.6499686912961804,2024-01-27T04:00:00.000+01:00
105.58,0.6485257985257985,2024-01-27T05:00:00.000+01:00
107.07,0.6433335336177372,2024-01-27T06:00:00.000+01:00
110.41,0.62519818799547,2024-01-27T07:00:00.000+01:00
122.64,0.6109699596472874,2024-01-27T08:00:00.000+01:00
116.07,0.6126035784029134,2024-01-27T09:00:00.000+01:00
101.62,0.6210352624824299,2024-01-27T10:00:00.000+01:00
95.0,0.6358768406961178,2024-01-27T11:00:00.000+01:00
85.16,0.6443704600484261,2024-01-27T12:00:00.000+01:00
86.02,0.6432844750224349,2024-01-27T13:00:00.000+01:00
84.94,0.6413470250679553,2024-01-27T14:00:00.000+01:00
87.4,0.6502976190476191,2024-01-27T15:00:00.000+01:00
98.26,0.6402971458360485,2024-01-27T16:00:00.000+01:00
121.03,0.6192059756471913,2024-01-27T17:00:00.000+01:00
142.51,0.5975763166722576,2024-01-27T18:00:00.000+01:00
139.79,0.601764959104606,2024-01-27T19:00:00.000+01:00
139.55,0.6013012754222682,2024-01-27T20:00:00.000+01:00
136.01,0.603121812779921,2024-01-27T21:00:00.000+01:00
118.75,0.6098500410846344,2024-01-27T22:00:00.000+01:00
117.97,0.6187129595636439,2024-01-27T23:00:00.000+01:00
113.1,0.6458059727059898,2024-01-28T00:00:00.000+01:00
111.81,0.6576671960472914,2024-01-28T01:00:00.000+01:00
107.5,0.6701995012468828,2024-01-28T02:00:00.000+01:00
102.4,0.6844462268564935,2024-01-28T03:00:00.000+01:00
99.29,0.6929304208249005,2024-01-28T04:00:00.000+01:00
98.11,0.6942891515108627,2024-01-28T05:00:00.000+01:00
101.69,0.6836762135269597,2024-01-28T06:00:00.000+01:00
102.97,0.6670337500809742,2024-01-28T07:00:00.000+01:00
103.35,0.6514750378214826,2024-01-28T08:00:00.000+01:00
100.44,0.6457502893146457,2024-01-28T09:00:00.000+01:00
83.65,0.6657381615598886,2024-01-28T10:00:00.000+01:00
76.71,0.6746108521677953,2024-01-28T11:00:00.000+01:00
82.32,0.6621621621621622,2024-01-28T12:00:00.000+01:00
79.19,0.6647918065815983,2024-01-28T13:00:00.000+01:00
80.08,0.6663892818507114,2024-01-28T14:00:00.000+01:00
79.16,0.6754842563358648,2024-01-28T15:00:00.000+01:00
87.56,0.67003367003367,2024-01-28T16:00:00.000+01:00
105.82,0.6350978273916696,2024-01-28T17:00:00.000+01:00
114.3,0.61637187230371,2024-01-28T18:00:00.000+01:00
114.91,0.6162715863992277,2024-01-28T19:00:00.000+01:00
112.62,0.6171297057373006,2024-01-28T20:00:00.000+01:00
106.18,0.6272077500147675,2024-01-28T21:00:00.000+01:00
101.59,0.6273698511702588,2024-01-28T22:00:00.000+01:00
97.79,0.6358670914883933,2024-01-28T23:00:00.000+01:00
90.22,0.6435551751194807,2024-01-29T00:00:00.000+01:00
88.89,0.6528828497980169,2024-01-29T01:00:00.000+01:00
96.29,0.666782078803407,2024-01-29T02:00:00.000+01:00
98.03,0.6714383561643835,2024-01-29T03:00:00.000+01:00
101.89,0.6639082556851502,2024-01-29T04:00:00.000+01:00
110.93,0.6487513889701152,2024-01-29T05:00:00.000+01:00
125.33,0.6084275935725035,2024-01-29T06:00:00.000+01:00
129.63,0.5937342554848166,2024-01-29T07:00:00.000+01:00
165.52,0.625122743409623,2024-01-29T08:00:00.000+01:00
151.57,0.6316469411568595,2024-01-29T09:00:00.000+01:00
190.85,0.7075069508804448,2024-01-29T10:00:00.000+01:00
182.42,0.7190665773187749,2024-01-29T11:00:00.000+01:00
180.63,0.7200143500617849,2024-01-29T12:00:00.000+01:00
184.78,0.7145674620054913,2024-01-29T13:00:00.000+01:00
139.63,0.6415050996967748,2024-01-29T14:00:00.000+01:00
141.94,0.6430772018847408,2024-01-29T15:00:00.000+01:00
147.11,0.6396643186364032,2024-01-29T16:00:00.000+01:00
153.62,0.6309347790372926,2024-01-29T17:00:00.000+01:00
227.67,0.6742381615186425,2024-01-29T18:00:00.000+01:00
226.3,0.6779102510334911,2024-01-29T19:00:00.000+01:00
227.47,0.6770544989135934,2024-01-29T20:00:00.000+01:00
207.82,0.6927333333333333,2024-01-29T21:00:00.000+01:00
152.35,0.6365155629830792,2024-01-29T22:00:00.000+01:00
145.05,0.6436939735510784,2024-01-29T23:00:00.000+01:00
114.35,0.6138279027322991,2024-01-30T00:00:00.000+01:00
110.76,0.6173913043478261,2024-01-30T01:00:00.000+01:00
114.25,0.6222089097048251,2024-01-30T02:00:00.000+01:00
110.22,0.6286789869952087,2024-01-30T03:00:00.000+01:00
108.92,0.6298866527874161,2024-01-30T04:00:00.000+01:00
115.52,0.6248039374763373,2024-01-30T05:00:00.000+01:00
122.69,0.6082494670566656,2024-01-30T06:00:00.000+01:00
130.75,0.5895216195500247,2024-01-30T07:00:00.000+01:00
160.69,0.6261299875311721,2024-01-30T08:00:00.000+01:00
151.39,0.6305552084634929,2024-01-30T09:00:00.000+01:00
188.1,0.7091423185673892,2024-01-30T10:00:00.000+01:00
180.44,0.7202043585854554,2024-01-30T11:00:00.000+01:00
177.39,0.7225956250763779,2024-01-30T12:00:00.000+01:00
177.65,0.7225069139417603,2024-01-30T13:00:00.000+01:00
131.78,0.6469000049089392,2024-01-30T14:00:00.000+01:00
132.78,0.6485615200507986,2024-01-30T15:00:00.000+01:00
141.13,0.6414416871193528,2024-01-30T16:00:00.000+01:00
152.59,0.6320520255156987,2024-01-30T17:00:00.000+01:00
215.38,0.6834422796217554,2024-01-30T18:00:00.000+01:00
224.41,0.6771370809571227,2024-01-30T19:00:00.000+01:00
244.31,0.6647348515767421,2024-01-30T20:00:00.000+01:00
209.73,0.6881131270710982,2024-01-30T21:00:00.000+01:00
153.02,0.6330465000827403,2024-01-30T22:00:00.000+01:00
142.39,0.6438034091422887,2024-01-30T23:00:00.000+01:00
114.97,0.6081138262985295,2024-01-31T00:00:00.000+01:00
114.1,0.6148291841793297,2024-01-31T01:00:00.000+01:00
114.64,0.6179054600334177,2024-01-31T02:00:00.000+01:00
113.68,0.6195095367847412,2024-01-31T03:00:00.000+01:00
112.85,0.6197144426139484,2024-01-31T04:00:00.000+01:00
117.4,0.6133430855232224,2024-01-31T05:00:00.000+01:00
126.3,0.5993166935560406,2024-01-31T06:00:00.000+01:00
132.91,0.5875773651635721,2024-01-31T07:00:00.000+01:00
188.38,0.6104144389358737,2024-01-31T08:00:00.000+01:00
154.83,0.6241635088285092,2024-01-31T09:00:00.000+01:00
192.32,0.6985833636033417,2024-01-31T10:00:00.000+01:00
179.68,0.7133838885139159,2024-01-31T11:00:00.000+01:00
177.09,0.7166734115742613,2024-01-31T12:00:00.000+01:00
172.9,0.7222222222222222,2024-01-31T13:00:00.000+01:00
121.94,0.6495152870991797,2024-01-31T14:00:00.000+01:00
121.65,0.6519292604501608,2024-01-31T15:00:00.000+01:00
123.46,0.6507484714315833,2024-01-31T16:00:00.000+01:00
136.43,0.6392259757297475,2024-01-31T17:00:00.000+01:00
202.67,0.6901283753873396,2024-01-31T18:00:00.000+01:00
237.31,0.6651437860866641,2024-01-31T19:00:00.000+01:00
297.42,0.6385555102303713,2024-01-31T20:00:00.000+01:00
207.38,0.6868706942236353,2024-01-31T21:00:00.000+01:00
146.75,0.6332254584681769,2024-01-31T22:00:00.000+01:00
139.49,0.6427814386433806,2024-01-31T23:00:00.000+01:00
